"tokenId","level","biome","elevation","zoneName","xCoordinate","yCoordinate","seedValue","structureSpaceX","structureSpaceY","structureSpaceZ","chroma","mode","questionMarks"
7113,"13","37","-1","Dynacrypts","40","25","3245","8472320","5295200","19115775","Pulse","Terrain",53344
7114,"5","86","4","Xleph","14","7","6525","6354240","4871584","8048794","Pulse","Terrain",53863
7115,"14","53","1","Hyphae","11","7","415","2329888","1482656","20916148","Pulse","Terrain",38214
7116,"10","18","-2","[NOV]","6","27","5225","2965312","7413280","14508938","Flow","Terrain",31893
7117,"6","1","0","Angel","21","19","9208","6989664","6566048","8896026","Hyper","Terrain",50840
7118,"13","46","4","Mecha","24","18","2971","5083392","3812544","19910055","Flow","Terrain",39830
7119,"13","56","1","Hypermage","29","0","4473","6142432","0","19433487","Flow","Terrain",45394
7120,"13","65","1","Hypermage","15","5","1633","3177120","1059040","19433487","Flow","Terrain",24115
7121,"11","11","1","[BLOOD]","1","18","6395","1906272","5507008","16468166","Flow","Terrain",40888
7122,"13","47","0","Arc","42","9","9453","8895936","1906272","19274631","Flow","Terrain",48032
7123,"13","9","1","Hypermage","41","14","8791","8684128","2965312","19433487","Flow","Terrain",24442
7124,"4","52","-1","Kairo","2","6","7086","3812544","4659776","5771858","Hyper","Terrain",37928
7125,"7","27","2","Zerinia","9","4","5690","4447968","3388928","10696394","Flow","Terrain",37519
7126,"6","8","0","Angel","21","4","6054","6989664","3388928","8896026","Hyper","Terrain",37821
7127,"16","1","1","Greysunn","10","16","4499","4659776","5930624","23881469","Flow","Terrain",34686
7128,"10","64","-2","[NOV]","10","10","9761","3812544","3812544","14508938","Pulse","Terrain",35909
7129,"14","80","-4","Holo","24","20","4641","5083392","4236160","20121868","Flow","Terrain",35511
7130,"13","49","3","Grove","12","27","7444","2541696","5718816","19751199","Flow","Terrain",52372
7131,"14","57","4","Holo","34","36","6784","7201472","7625088","21392716","Flow","Terrain",50602
7132,"13","1","1","Hypermage","9","14","6302","1906272","2965312","19433487","Flow","Terrain",50309
7133,"13","55","0","Arc","37","22","682","7836896","4659776","19274631","Pulse","Terrain",44510
7134,"14","25","-4","Holo","28","22","8151","5930624","4659776","20121868","Pulse","Terrain",33367
7135,"15","57","3","Blushing","19","7","5351","6566048","4024352","22716520","Pulse","Terrain",53037
7136,"8","60","4","Promiselands","2","4","3957","2965312","3388928","12496762","Flow","Terrain",32097
7137,"15","43","-1","Avidana","4","18","3631","3388928","6354240","22081096","Pulse","Terrain",41077
7138,"13","46","2","Nightrose","27","1","9266","5718816","211808","19592343","Flow","Terrain",33664
7139,"10","84","4","[MOON]","14","13","9614","4659776","4447968","15462074","Pulse","Terrain",46757
7140,"7","46","4","Mt Zuka","5","7","2216","3600736","4024352","11014106","Hyper","Terrain",19288
7141,"9","87","2","Wastelands","13","9","1555","6142432","5295200","13661706","Flow","Terrain",52519
7142,"5","58","4","Xleph","4","6","5143","4236160","4659776","8048794","Flow","Terrain",39636
7143,"14","49","1","Hyphae","11","1","4155","2329888","211808","20916148","Pulse","Terrain",42472
7144,"11","69","0","[DARK]","6","18","4752","2965312","5507008","16309310","Hyper","Terrain",37979
7145,"15","61","0","Pepo","5","14","9252","3600736","5507008","22239952","Flow","Terrain",34065
7146,"5","86","0","Tetsu","1","11","2245","3600736","5718816","7413370","Flow","Terrain",47181
7147,"10","38","-1","[SEP]","5","28","8807","2753504","7625088","14667794","Flow","Terrain",18467
7148,"15","21","3","Blushing","19","6","4355","6566048","3812544","22716520","Hyper","Terrain",34917
7149,"12","29","0","Palace","7","8","285","4871584","5083392","17791971","Flow","Terrain",25309
7150,"16","65","4","Ouallada","20","16","9916","6777856","5930624","24358037","Hyper","Terrain",27995
7151,"15","24","4","Venmon","20","5","3830","6777856","3600736","22875376","Pulse","Terrain",34324
7152,"13","56","-4","Killscreen","42","34","5680","8895936","7201472","18639207","Pulse","Terrain",52048
7153,"6","51","3","Toad","18","0","5078","6354240","2541696","9372594","Flow","Terrain",34079
7154,"11","46","3","[MENU]","10","19","4394","3812544","5718816","16785878","Flow","Terrain",43996
7155,"13","53","1","Hypermage","23","35","6499","4871584","7413280","19433487","Pulse","Terrain",36246
7156,"13","32","2","Nightrose","15","18","8188","3177120","3812544","19592343","Pulse","Terrain",42307
7157,"14","43","1","Hyphae","8","27","1885","1694464","5718816","20916148","Pulse","Terrain",18970
7158,"6","34","-4","Ender","4","1","4112","3388928","2753504","8260602","Flow","Terrain",53078
7159,"8","2","4","Promiselands","3","3","2869","3177120","3177120","12496762","Pulse","Terrain",39328
7160,"5","84","-4","Royal","1","12","9151","3600736","5930624","6777946","Flow","Terrain",41946
7161,"11","87","1","[BLOOD]","13","3","1625","4447968","2329888","16468166","Pulse","Terrain",44325
7162,"11","54","1","[BLOOD]","31","0","7264","8260512","1694464","16468166","Hyper","Terrain",39732
7163,"6","36","-2","Rocket","14","12","5149","5507008","5083392","8578314","Flow","Terrain",38397
7164,"7","46","0","Jadeite","16","8","7998","5930624","4236160","10378682","Pulse","Terrain",38032
7165,"15","7","4","Venmon","19","10","9388","6566048","4659776","22875376","Flow","Terrain",37223
7166,"13","60","2","Nightrose","42","17","5467","8895936","3600736","19592343","Flow","Terrain",27871
7167,"10","64","-1","[SEP]","7","20","941","3177120","5930624","14667794","Flow","Terrain",37620
7168,"14","56","0","Riso","35","17","7885","7413280","3600736","20757292","Flow","Terraform",47277
7169,"11","3","-4","[MENU]","12","26","5919","4236160","7201472","15673886","Flow","Terrain",46924
7170,"13","28","1","Hypermage","45","31","2096","9531360","6566048","19433487","Pulse","Terrain",16141
7171,"14","50","4","Holo","8","39","5367","1694464","8260512","21392716","Flow","Terrain",52789
7172,"15","80","1","pfpfpfpbbx80","9","11","3361","4447968","4871584","22398808","Pulse","Terrain",32515
7173,"4","54","4","Kairo","15","1","16","6566048","3600736","6566138","Flow","Terrain",52157
7174,"13","25","3","Grove","1","20","3456","211808","4236160","19751199","Flow","Terrain",48044
7175,"10","11","0","[YUNA]","8","4","935","3388928","2541696","14826650","Flow","Terrain",41598
7176,"6","53","1","Bubble","12","0","6790","5083392","2541696","9054882","Pulse","Terrain",31735
7177,"13","71","4","Mecha","13","21","1768","2753504","4447968","19910055","Pulse","Terrain",31250
7178,"13","59","-1","Dynacrypts","12","2","4358","2541696","423616","19115775","Pulse","Terrain",35020
7179,"13","58","1","Hypermage","35","22","7248","7413280","4659776","19433487","Flow","Terrain",52980
7180,"6","1","2","Ender","19","0","9689","6566048","2541696","9213738","Flow","Terrain",40348
7181,"13","64","-4","Killscreen","40","37","7494","8472320","7836896","18639207","Hyper","Terrain",47880
7182,"13","54","2","Nightrose","32","9","4904","6777856","1906272","19592343","Flow","Terrain",23941
7183,"13","47","0","Arc","24","47","7199","5083392","9954976","19274631","Pulse","Terrain",49764
7184,"13","71","1","Hypermage","12","12","4945","2541696","2541696","19433487","Flow","Terrain",36332
7185,"7","47","3","First Earth","17","13","7789","6142432","5295200","10855250","Flow","Terrain",41283
7186,"6","72","-1","Mori","0","11","6727","2541696","4871584","8737170","Pulse","Terrain",51124
7187,"14","38","3","Shiro","45","4","7049","9531360","847232","21233860","Pulse","Terrain",44125
7188,"12","10","1","Muxtai X1","5","4","4033","4447968","4236160","17950827","Flow","Terrain",33835
7189,"14","2","0","Riso","45","30","5014","9531360","6354240","20757292","Flow","Terrain",40587
7190,"14","36","-1","Exduo","19","18","2903","4024352","3812544","20598436","Hyper","Terrain",35285
7191,"14","59","-4","Holo","22","20","9726","4659776","4236160","20121868","Flow","Terrain",27903
7192,"15","75","-4","Gemina","3","21","1657","3177120","6989664","21604528","Flow","Terrain",21695
7193,"14","34","-1","Exduo","33","16","8205","6989664","3388928","20598436","Flow","Terrain",53166
7194,"14","55","-4","Holo","1","8","9062","211808","1694464","20121868","Hyper","Terrain",46238
7195,"5","89","3","Tetsu","6","3","1357","4659776","4024352","7889938","Flow","Terrain",28244
7196,"14","50","1","Hyphae","7","28","1679","1482656","5930624","20916148","Flow","Terrain",20570
7197,"14","4","1","Hyphae","12","3","1955","2541696","635424","20916148","Hyper","Terrain",34181
7198,"13","36","0","Arc","17","41","9121","3600736","8684128","19274631","Flow","Terrain",53966
7199,"15","9","3","Blushing","9","17","3491","4447968","6142432","22716520","Pulse","Terrain",21746
7200,"17","31","4","Alto","7","9","4476","4871584","5295200","25840697","Flow","Terrain",28865
7201,"11","43","0","[DARK]","6","21","1630","2965312","6142432","16309310","Flow","Terrain",33123
7202,"13","50","3","Grove","28","3","4222","5930624","635424","19751199","Flow","Terrain",36296
7203,"10","56","1","[HYCA]","26","18","2610","7201472","5507008","14985506","Flow","Terrain",48473
7204,"5","83","1","Xleph","9","13","4698","5295200","6142432","7572226","Flow","Terrain",45100
7205,"15","59","1","pfpfpfpbbx80","9","13","2136","4447968","5295200","22398808","Flow","Terrain",40260
7206,"10","21","0","[YUNA]","27","22","2260","7413280","6354240","14826650","Pulse","Terrain",46863
7207,"11","17","-3","[HOME]","30","24","2828","8048704","6777856","15832742","Flow","Terrain",26782
7208,"10","66","4","[MOON]","13","14","5402","4447968","4659776","15462074","Flow","Terrain",39245
7209,"6","5","-2","Rocket","12","23","2753","5083392","7413280","8578314","Pulse","Terrain",49816
7210,"10","51","-1","[SEP]","15","6","2131","4871584","2965312","14667794","Flow","Terrain",44777
7211,"13","55","1","Hypermage","45","25","7640","9531360","5295200","19433487","Pulse","Terrain",40751
7212,"11","86","2","[BOSS]","1","31","4412","1906272","8260512","16627022","Pulse","Terrain",48630
7213,"12","32","0","Palace","8","13","7116","5083392","6142432","17791971","Flow","Terrain",44974
7214,"13","39","-2","Aetherking","35","43","1018","7413280","9107744","18956919","Pulse","Terrain",8511
7215,"14","47","4","Holo","7","37","8988","1482656","7836896","21392716","Pulse","Terrain",20353
7216,"5","89","0","Tetsu","7","7","5859","4871584","4871584","7413370","Flow","Terrain",52176
7217,"10","26","-1","[SEP]","18","3","9256","5507008","2329888","14667794","Flow","Terrain",41371
7218,"9","85","2","Wastelands","7","15","986","4871584","6566048","13661706","Pulse","Terrain",42136
7219,"10","45","0","[YUNA]","23","24","6069","6566048","6777856","14826650","Pulse","Terrain",48619
7220,"14","44","2","Mirage","35","34","5462","7413280","7201472","21075004","Hyper","Terrain",46683
7221,"13","70","1","Hypermage","28","30","1105","5930624","6354240","19433487","Flow","Terrain",43780
7222,"15","66","0","Pepo","11","2","4765","4871584","2965312","22239952","Pulse","Terrain",23425
7223,"13","57","1","Hypermage","32","11","2075","6777856","2329888","19433487","Flow","Terrain",51637
7224,"13","54","3","Grove","0","22","5428","0","4659776","19751199","Flow","Terrain",44551
7225,"2","61","-1","Kairo","7","0","3112","5718816","4236160","2806546","Pulse","Terrain",37875
7226,"7","46","2","Zerinia","0","20","798","2541696","6777856","10696394","Hyper","Terrain",50705
7227,"8","7","-3","Cradle","4","11","9556","3388928","4871584","11384770","Pulse","Terrain",51095
7228,"14","37","4","Holo","18","5","8763","3812544","1059040","21392716","Flow","Terrain",52186
7229,"7","51","3","First Earth","3","13","1570","3177120","5295200","10855250","Pulse","Terrain",52489
7230,"5","89","2","Royal","5","2","7065","4447968","3812544","7731082","Flow","Terrain",43111
7231,"13","71","-1","Dynacrypts","23","44","4807","4871584","9319552","19115775","Hyper","Terrain",47087
7232,"15","72","4","Venmon","18","11","3704","6354240","4871584","22875376","Flow","Terrain",41575
7233,"7","69","1","Intro Forest","5","1","8377","3600736","2753504","10537538","Hyper","Terrain",51961
7234,"9","84","2","Wastelands","8","5","5266","5083392","4447968","13661706","Pulse","Terrain",47314
7235,"14","57","4","Holo","33","41","4673","6989664","8684128","21392716","Pulse","Terrain",47292
7236,"14","44","-4","Holo","34","10","1407","7201472","2118080","20121868","Pulse","Terrain",41839
7237,"11","91","0","[DARK]","5","21","4534","2753504","6142432","16309310","Pulse","Terrain",51120
7238,"13","46","0","Arc","37","23","6796","7836896","4871584","19274631","Pulse","Terrain",51699
7239,"12","7","-1","Muxtai X1","14","15","9730","6354240","6566048","17633115","Flow","Terrain",40346
7240,"16","56","0","Treasure","6","2","2576","3812544","2965312","23722613","Pulse","Terrain",35244
7241,"16","54","0","Treasure","8","16","6423","4236160","5930624","23722613","Flow","Terrain",19353
7242,"14","61","2","Mirage","15","2","5348","3177120","423616","21075004","Flow","Terrain",45217
7243,"15","52","4","Venmon","10","17","8936","4659776","6142432","22875376","Flow","Terrain",48508
7244,"15","53","1","pfpfpfpbbx80","8","1","7852","4236160","2753504","22398808","Pulse","Terrain",32951
7245,"13","60","4","Mecha","26","5","8338","5507008","1059040","19910055","Flow","Terrain",36314
7246,"7","60","4","Mt Zuka","5","10","1442","3600736","4659776","11014106","Flow","Terrain",53129
7247,"13","5","4","Mecha","14","21","7134","2965312","4447968","19910055","Flow","Terrain",46931
7248,"2","79","1","Kairo","2","2","83","4659776","4659776","3124258","Flow","Terrain",44359
7249,"10","51","-1","[SEP]","25","22","6454","6989664","6354240","14667794","Flow","Terrain",48992
7250,"4","53","3","Kairo","7","7","2074","4871584","4871584","6407282","Hyper","Terrain",46300
7251,"14","80","0","Riso","2","32","3829","423616","6777856","20757292","Flow","Terrain",21511
7252,"14","68","4","Holo","9","47","8514","1906272","9954976","21392716","Flow","Terrain",45027
7253,"11","52","-1","[WEN]","29","28","7493","7836896","7625088","16150454","Pulse","Terrain",28861
7254,"10","46","1","[HYCA]","29","0","6508","7836896","1694464","14985506","Flow","Terrain",35199
7255,"17","23","2","Alto","7","13","3235","4871584","6142432","25522985","Pulse","Terrain",39614
7256,"15","47","3","Blushing","0","5","6438","2541696","3600736","22716520","Pulse","Terrain",47594
7257,"8","61","3","Cradle","9","6","9591","4447968","3812544","12337906","Flow","Terrain",30532
7258,"16","71","1","Greysunn","11","15","5882","4871584","5718816","23881469","Flow","Terrain",48780
7259,"13","46","-1","Dynacrypts","36","34","4917","7625088","7201472","19115775","Flow","Terrain",51338
7260,"8","64","4","Promiselands","6","2","1681","3812544","2965312","12496762","Pulse","Terrain",33787
7261,"15","57","4","Venmon","14","17","8722","5507008","6142432","22875376","Flow","Terrain",48953
7262,"13","65","4","Mecha","24","5","5994","5083392","1059040","19910055","Pulse","Terrain",9597
7263,"11","62","1","[BLOOD]","23","27","2196","6566048","7413280","16468166","Flow","Terrain",25905
7264,"3","81","-1","Kairo","5","7","8745","5295200","5718816","4289202","Flow","Terrain",26017
7265,"11","84","-4","[MENU]","9","26","5705","3600736","7201472","15673886","Flow","Terrain",31793
7266,"12","36","4","Palace","0","9","8493","3388928","5295200","18427395","Flow","Terrain",49448
7267,"13","44","1","Hypermage","25","40","3274","5295200","8472320","19433487","Flow","Terrain",30557
7268,"14","45","-1","Exduo","32","17","2349","6777856","3600736","20598436","Pulse","Terrain",50178
7269,"7","72","-1","Mt Zuka","8","0","4581","4236160","2541696","10219826","Flow","Terrain",50940
7270,"14","32","-1","Exduo","32","22","1513","6777856","4659776","20598436","Flow","Terrain",49600
7271,"15","56","-4","Gemina","11","7","7384","4871584","4024352","21604528","Flow","Terrain",24325
7272,"6","25","3","Toad","4","16","6974","3388928","5930624","9372594","Flow","Terrain",29985
7273,"11","6","0","[DARK]","24","29","5277","6777856","7836896","16309310","Pulse","Terrain",39007
7274,"11","65","-1","[WEN]","11","4","9004","4024352","2541696","16150454","Flow","Terrain",46645
7275,"14","33","4","Holo","15","8","5608","3177120","1694464","21392716","Pulse","Terrain",34625
7276,"17","27","-1","Alto","9","14","7398","5295200","6354240","25046417","Flow","Terrain",27925
7277,"10","90","1","[HYCA]","31","9","1217","8260512","3600736","14985506","Flow","Terrain",36712
7278,"5","31","-1","Royal","8","7","6259","5083392","4871584","7254514","Flow","Terrain",23169
7279,"13","31","1","Hypermage","32","24","4033","6777856","5083392","19433487","Hyper","Terrain",49347
7280,"14","6","-4","Holo","34","9","4481","7201472","1906272","20121868","Flow","Terrain",39533
7281,"13","44","4","Mecha","9","36","9764","1906272","7625088","19910055","Flow","Terrain",35520
7282,"16","58","4","Ouallada","16","18","1090","5930624","6354240","24358037","Flow","Terrain",37819
7283,"10","34","-1","[SEP]","27","26","1218","7413280","7201472","14667794","Flow","Terrain",50829
7284,"14","49","4","Holo","28","34","5028","5930624","7201472","21392716","Flow","Terrain",25133
7285,"11","37","0","[DARK]","24","9","6436","6777856","3600736","16309310","Flow","Terrain",24442
7286,"15","43","3","Blushing","2","13","8713","2965312","5295200","22716520","Pulse","Terrain",39088
7287,"17","48","0","Alto","4","4","5176","4236160","4236160","25205273","Flow","Terrain",33533
7288,"13","27","4","Mecha","29","6","4843","6142432","1270848","19910055","Pulse","Terrain",41489
7289,"4","57","2","Kairo","13","9","8014","6142432","5295200","6248426","Flow","Terrain",29608
7290,"10","34","-1","[SEP]","20","20","1862","5930624","5930624","14667794","Pulse","Terrain",24151
7291,"10","67","-1","[SEP]","30","25","5480","8048704","6989664","14667794","Flow","Terrain",20626
7292,"14","53","4","Holo","6","43","7755","1270848","9107744","21392716","Flow","Terrain",25140
7293,"6","38","-4","Ender","20","13","4657","6777856","5295200","8260602","Flow","Terrain",39914
7294,"12","35","1","Muxtai X1","8","2","6451","5083392","3812544","17950827","Flow","Terrain",48604
7295,"10","82","2","[CUR2]","14","11","5310","4659776","4024352","15144362","Flow","Terrain",34907
7296,"13","48","1","Hypermage","32","46","6903","6777856","9743168","19433487","Flow","Terrain",12407
7297,"14","71","0","Riso","47","23","1035","9954976","4871584","20757292","Flow","Terrain",14862
7298,"13","50","3","Grove","29","3","9017","6142432","635424","19751199","Hyper","Terrain",37125
7299,"3","19","-1","Kairo","6","2","5128","5507008","4659776","4289202","Pulse","Terrain",45780
7300,"13","54","-2","Aetherking","14","0","7261","2965312","0","18956919","Pulse","Terrain",45963
7301,"13","75","3","Grove","33","7","6921","6989664","1482656","19751199","Flow","Terrain",965
7302,"14","53","1","Hyphae","2","35","7852","423616","7413280","20916148","Pulse","Terrain",33619
7303,"10","23","-2","[NOV]","0","10","1552","1694464","3812544","14508938","Flow","Terrain",30262
7304,"13","58","-3","Valeria","41","29","1457","8684128","6142432","18798063","Flow","Terrain",52789
7305,"14","65","3","Shiro","7","35","6385","1482656","7413280","21233860","Flow","Terrain",39123
7306,"15","51","-4","Gemina","12","7","5800","5083392","4024352","21604528","Flow","Terrain",38786
7307,"6","21","3","Toad","19","2","8109","6566048","2965312","9372594","Pulse","Terrain",32280
7308,"19","40","2","Alto","3","3","5990","4871584","4871584","28488306","Pulse","Terrain",30726
7309,"14","58","1","Hyphae","43","22","2319","9107744","4659776","20916148","Pulse","Terrain",26600
7310,"13","51","0","Arc","18","45","6988","3812544","9531360","19274631","Pulse","Terrain",40036
7311,"14","44","2","Mirage","41","8","3733","8684128","1694464","21075004","Flow","Terrain",42269
7312,"10","41","0","[YUNA]","11","28","1521","4024352","7625088","14826650","Flow","Terrain",44701
7313,"11","83","-1","[WEN]","14","18","492","4659776","5507008","16150454","Flow","Terrain",49950
7314,"14","8","4","Holo","20","7","4458","4236160","1482656","21392716","Flow","Terrain",51913
7315,"16","61","1","Greysunn","14","23","6354","5507008","7413280","23881469","Pulse","Terrain",45726
7316,"11","86","1","[BLOOD]","13","6","4171","4447968","2965312","16468166","Flow","Terrain",16474
7317,"14","21","4","Holo","22","1","1526","4659776","211808","21392716","Flow","Terrain",30267
7318,"19","11","2","Alto","2","3","4254","4659776","4871584","28488306","Flow","Terrain",15598
7319,"11","25","-4","[MENU]","16","17","6914","5083392","5295200","15673886","Pulse","Terrain",50813
7320,"13","61","2","Nightrose","5","30","7225","1059040","6354240","19592343","Pulse","Terrain",23577
7321,"14","70","4","Holo","17","1","1227","3600736","211808","21392716","Flow","Terrain",41697
7322,"13","42","3","Grove","26","11","5018","5507008","2329888","19751199","Hyper","Terrain",53719
7323,"13","50","2","Nightrose","2","10","6741","423616","2118080","19592343","Hyper","Daydream",24058
7324,"14","48","3","Shiro","24","9","485","5083392","1906272","21233860","Flow","Terrain",40559
7325,"11","24","-1","[WEN]","31","5","4923","8260512","2753504","16150454","Flow","Terrain",47966
7326,"9","89","3","Aria","2","6","4345","3812544","4659776","13820562","Pulse","Terrain",31355
7327,"11","14","-1","[WEN]","30","5","3651","8048704","2753504","16150454","Flow","Terrain",45297
7328,"10","31","1","[HYCA]","30","10","6522","8048704","3812544","14985506","Hyper","Terrain",51026
7329,"13","41","0","Arc","40","1","5536","8472320","211808","19274631","Hyper","Terrain",40132
7330,"10","5","-1","[SEP]","15","0","7193","4871584","1694464","14667794","Hyper","Terrain",31226
7331,"17","55","0","Alto","1","2","2843","3600736","3812544","25205273","Flow","Terrain",37757
7332,"4","49","4","Kairo","12","2","4747","5930624","3812544","6566138","Flow","Terrain",50494
7333,"14","45","0","Riso","38","24","6014","8048704","5083392","20757292","Flow","Terrain",40198
7334,"7","44","3","First Earth","11","0","8348","4871584","2541696","10855250","Flow","Terrain",28878
7335,"11","52","0","[DARK]","8","24","4097","3388928","6777856","16309310","Flow","Terrain",42998
7336,"11","30","4","[HOME]","3","25","5274","2329888","6989664","16944734","Pulse","Terrain",25734
7337,"6","3","0","Angel","23","11","7671","7413280","4871584","8896026","Flow","Terrain",48952
7338,"16","63","1","Greysunn","9","23","6871","4447968","7413280","23881469","Flow","Terrain",47609
7339,"10","0","4","[MOON]","14","18","372","4659776","5507008","15462074","Flow","Terrain",41594
7340,"13","64","4","Mecha","11","38","8178","2329888","8048704","19910055","Flow","Terrain",22125
7341,"13","70","-1","Dynacrypts","22","30","9708","4659776","6354240","19115775","Flow","Daydream",46006
7342,"14","8","0","Riso","43","30","4787","9107744","6354240","20757292","Flow","Terrain",48501
7343,"15","31","-4","Gemina","12","8","5417","5083392","4236160","21604528","Hyper","Terrain",50724
7344,"13","35","2","Nightrose","29","46","1266","6142432","9743168","19592343","Flow","Terraform",41650
7345,"11","67","2","[BOSS]","16","10","7324","5083392","3812544","16627022","Pulse","Terrain",52405
7346,"13","26","2","Nightrose","4","11","361","847232","2329888","19592343","Hyper","Terrain",51581
7347,"13","72","1","Hypermage","11","45","2492","2329888","9531360","19433487","Flow","Terrain",34580
7348,"17","68","1","Alto","12","6","2146","5930624","4659776","25364129","Flow","Terrain",50972
7349,"11","84","-3","[HOME]","5","31","1754","2753504","8260512","15832742","Flow","Terrain",53137
7350,"10","32","4","[MOON]","17","16","3270","5295200","5083392","15462074","Flow","Terrain",40893
7351,"13","61","4","Mecha","3","37","7607","635424","7836896","19910055","Flow","Terrain",45596
7352,"5","83","3","Tetsu","8","2","282","5083392","3812544","7889938","Hyper","Terrain",40907
7353,"10","83","4","[MOON]","24","12","2551","6777856","4236160","15462074","Flow","Terrain",18223
7354,"11","5","-1","[WEN]","2","0","4444","2118080","1694464","16150454","Hyper","Terrain",28918
7355,"14","51","-2","Radiant","1","5","2170","211808","1059040","20439580","Hyper","Terrain",43247
7356,"10","2","3","[NEON]","22","9","4164","6354240","3600736","15303218","Flow","Terrain",42715
7357,"8","27","0","Calyx","6","19","3801","3812544","6566048","11861338","Flow","Terrain",36372
7358,"14","51","-1","Exduo","37","3","8031","7836896","635424","20598436","Flow","Terrain",41557
7359,"12","11","-2","Palace","10","11","6745","5507008","5718816","17474259","Flow","Terrain",53821
7360,"4","55","0","Kairo","3","1","6652","4024352","3600736","5930714","Flow","Terrain",52762
7361,"14","70","-1","Exduo","36","11","8986","7625088","2329888","20598436","Flow","Terraform",49212
7362,"14","45","4","Holo","41","13","9411","8684128","2753504","21392716","Flow","Terrain",53134
7363,"14","0","0","Riso","41","24","6893","8684128","5083392","20757292","Pulse","Terrain",36541
7364,"13","45","-1","Dynacrypts","18","29","234","3812544","6142432","19115775","Flow","Terrain",24576
7365,"14","67","2","Mirage","27","7","2070","5718816","1482656","21075004","Flow","Terrain",38512
7366,"5","72","2","Royal","1","0","4387","3600736","3388928","7731082","Pulse","Terrain",42911
7367,"6","3","0","Angel","11","0","6500","4871584","2541696","8896026","Flow","Terrain",47897
7368,"13","3","1","Hypermage","30","45","8159","6354240","9531360","19433487","Flow","Terrain",48065
7369,"13","39","-1","Dynacrypts","43","30","1223","9107744","6354240","19115775","Flow","Terrain",27942
7370,"14","22","-1","Exduo","26","46","4356","5507008","9743168","20598436","Flow","Terrain",41264
7371,"13","43","2","Nightrose","6","8","5275","1270848","1694464","19592343","Flow","Terrain",44818
7372,"8","60","1","Kippsun","18","13","9432","6354240","5295200","12020194","Flow","Terrain",29888
7373,"16","71","2","Blossom","17","12","320","6142432","5083392","24040325","Flow","Terraform",31695
7374,"14","5","-3","Warp","3","6","3635","635424","1270848","20280724","Flow","Terrain",24537
7375,"15","67","2","Linosim","7","5","7250","4024352","3600736","22557664","Pulse","Terrain",48134
7376,"11","67","-1","[WEN]","27","1","7391","7413280","1906272","16150454","Flow","Terrain",51055
7377,"14","31","1","Hyphae","6","29","1002","1270848","6142432","20916148","Pulse","Terrain",31640
7378,"7","33","-1","Mt Zuka","10","13","2812","4659776","5295200","10219826","Flow","Terrain",39570
7379,"6","34","0","Angel","14","8","7893","5507008","4236160","8896026","Pulse","Terrain",52724
7380,"11","2","1","[BLOOD]","24","20","5589","6777856","5930624","16468166","Flow","Terrain",24173
7381,"13","45","4","Mecha","2","43","2608","423616","9107744","19910055","Pulse","Terrain",28305
7382,"11","21","-4","[MENU]","17","21","7123","5295200","6142432","15673886","Pulse","Terrain",32196
7383,"13","61","4","Mecha","20","4","4396","4236160","847232","19910055","Hyper","Terrain",40344
7384,"20","36","3","Alto","1","3","7850","4871584","5295200","30129823","Flow","Terrain",48798
7385,"8","65","4","Promiselands","20","22","9884","6777856","7201472","12496762","Flow","Terrain",18258
7386,"11","44","-1","[WEN]","23","6","8378","6566048","2965312","16150454","Flow","Terrain",53466
7387,"13","60","1","Hypermage","24","39","7901","5083392","8260512","19433487","Hyper","Terrain",50304
7388,"10","31","3","[NEON]","17","24","2324","5295200","6777856","15303218","Flow","Terrain",49981
7389,"14","49","3","Shiro","8","14","2097","1694464","2965312","21233860","Pulse","Terrain",43611
7390,"14","42","-2","Radiant","0","14","2082","0","2965312","20439580","Flow","Terrain",43824
7391,"14","26","4","Holo","17","8","9031","3600736","1694464","21392716","Flow","Terrain",34309
7392,"16","55","-1","Uwo","20","23","3840","6777856","7413280","23563757","Flow","Terrain",41247
7393,"14","49","3","Shiro","31","34","7867","6566048","7201472","21233860","Flow","Terrain",43593
7394,"16","23","4","Ouallada","17","0","7090","6142432","2541696","24358037","Pulse","Terrain",32525
7395,"10","44","3","[NEON]","12","20","7665","4236160","5930624","15303218","Flow","Terrain",33118
7396,"14","22","0","Riso","37","12","4842","7836896","2541696","20757292","Pulse","Terrain",48522
7397,"14","27","-3","Warp","37","4","3625","7836896","847232","20280724","Flow","Terrain",32132
7398,"13","2","-1","Dynacrypts","20","31","6633","4236160","6566048","19115775","Flow","Terrain",12682
7399,"20","40","4","Alto","1","1","5073","4871584","4871584","30288679","Pulse","Terrain",42839
7400,"13","53","1","Hypermage","9","12","514","1906272","2541696","19433487","Flow","Terrain",35968
7401,"16","9","2","Blossom","10","19","6949","4659776","6566048","24040325","Hyper","Terrain",42421
7402,"14","62","0","Riso","46","44","6375","9743168","9319552","20757292","Pulse","Terrain",38104
7403,"15","53","0","Pepo","11","3","2280","4871584","3177120","22239952","Flow","Terrain",34243
7404,"8","6","3","Cradle","16","1","3309","5930624","2753504","12337906","Flow","Terrain",53084
7405,"13","72","1","Hypermage","15","27","8051","3177120","5718816","19433487","Pulse","Terrain",53562
7406,"6","76","2","Ender","14","19","7280","5507008","6566048","9213738","Flow","Terrain",38859
7407,"15","49","2","Linosim","4","11","676","3388928","4871584","22557664","Flow","Terrain",36305
7408,"14","51","-4","Holo","35","6","524","7413280","1270848","20121868","Flow","Terrain",44176
